# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn449.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 38.998338 
# Number of iterations (recorded+unrecorded): 1021198454 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	3908.83
999870.40	8796.63
1999900.79	3707.84
2999871.18	2665.89
3999781.58	3556.85
4999741.97	5981.75
5999691.37	3777.84
6999581.76	3667.84
7999562.15	3427.85
8999552.55	3537.85
9999542.94	8777.63
10999533.33	2655.89
11999443.73	3667.84
12999324.12	4087.83
13999314.52	2194.91
14999264.91	1523.94
15999315.30	2284.90
16999265.70	3637.84
17999105.09	3357.86
18999075.49	2345.90
19999166.88	1502.94
20998996.27	2395.90
21998956.67	1533.93
22999067.06	1543.93
23999007.45	1503.94
24998877.85	2445.90
25998908.24	2535.89
26998878.63	1493.94
27998769.03	1543.93
28998699.42	3376.86
29998628.82	4498.81
30998609.21	3918.83
31998629.60	3967.83
32998469.00	2616.89
33998460.39	2684.89
34998519.78	3928.83
35998461.18	4157.82
36998401.57	2335.90
37998300.97	2576.89
38998381.36	3037.87
39998261.75	3738.84
40998293.14	19646.16
41998143.54	11831.50
42998052.94	2676.89
43998123.33	3527.85
44998082.72	3096.87
45998034.12	2846.88
46997883.51	2355.90
47997964.90	3377.86
48997774.30	3256.86
49997744.70	2616.89
50997776.09	1543.93
51997705.48	3167.87
52997635.88	4158.82
53997617.27	2273.90
54997617.66	2394.90
55997628.05	3637.84
56997446.45	4098.83
57997536.84	3368.86
58997337.24	3317.86
59997467.63	3587.85
60997288.03	4109.82
61997389.42	2385.90
62997349.81	2485.89
63997260.20	3526.85
64997160.60	3997.83
65997129.99	2145.91
66997051.39	2364.90
67996980.78	3467.85
68997062.17	3145.87
69997011.57	2225.91
70996971.96	1502.94
71996841.36	2696.89
72996912.75	4499.81
73996723.15	1623.93
74996703.54	1493.94
75996752.93	2375.90
76996694.32	1733.93
77996664.72	1513.94
78996565.11	1512.94
79996625.50	2314.90
80996515.90	2313.90
81996404.30	1484.94
82996435.69	1844.92
83386276.08	1943.92
83996416.08	8275.65
84996316.48	2866.88
85996306.87	2714.88
86996237.26	1463.94
87996247.66	1503.94
88996128.05	1493.94
89996157.44	1494.94
90996018.84	2584.89
91995999.23	3094.87
92996019.63	1432.94
93995960.02	1502.94
94995818.42	1554.93
95995949.80	1763.92
96995910.20	1483.94
97995799.59	4089.83
98995679.99	2415.90
99995651.39	3096.87
100995691.78	2965.87
101995562.17	3446.85
102995632.56	2394.90
103995451.96	2135.91
104995483.35	3376.86
105995483.74	3707.84
106995323.14	2535.89
107995283.54	1473.94
108995303.93	2395.90
109995153.33	4018.83
110995264.71	1503.94
111995135.11	1523.94
112995205.50	2604.89
113995075.90	1793.92
114995055.29	1463.94
115995076.68	1473.94
116994916.08	2385.90
117994886.47	1844.92
118994906.87	1503.94
119994777.26	1482.94
120994827.65	2515.89
121994728.05	3767.84
122994777.44	2335.90
123994678.83	2374.90
124994619.23	2894.88
125994548.62	6413.73
126994459.02	2906.88
127994560.41	1523.94
128994439.80	2515.89
129994440.20	3457.85
130994310.59	2314.90
131994380.98	1483.94
132994270.38	1454.94
133994261.77	1513.94
134994182.17	1513.94
135994242.56	1774.92
136994202.95	1774.92
137994013.35	1483.94
138994023.74	1823.92
139994054.13	1523.94
140993964.53	1472.94
141993853.93	2645.89
142993885.32	2544.89
143993845.71	1773.92
144993815.10	1493.94
145993725.50	1493.94
146993725.89	1463.94
147993596.29	1452.94
148993616.68	2585.89
149993617.07	3757.84
150993486.47	2666.89
151993537.86	2525.89
152993488.25	2835.88
153993458.65	3637.84
154993349.04	2504.89
155993379.43	1533.93
156993298.83	3617.85
157993299.22	4008.83
158993199.62	1473.94
159993090.01	1463.94
