# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn678.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 38.997456 
# Number of iterations (recorded+unrecorded): 999796495 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	4979.68
1000007.76	19180.75
1999935.53	3989.74
2999844.30	3829.75
3999692.08	4410.71
4999659.84	3550.77
5999578.61	4000.74
6999476.38	3210.79
7999544.14	3970.74
8999371.92	3391.78
9999310.68	3970.74
10999317.45	4221.72
11999246.22	3290.79
12999074.99	4740.69
13999112.75	7699.50
14999100.52	3970.74
15998859.30	3400.78
16998927.06	3760.75
17995345.06	19249.74
18998723.60	4960.68
19998760.36	7901.48
20998809.12	4310.72
21998547.90	3930.74
22998484.67	3790.75
23998473.44	3980.74
24998342.21	8500.45
25998299.97	16029.95
26998167.75	4250.72
27998166.51	3599.77
28998054.28	3880.75
29997962.05	3050.80
30998050.81	4900.68
31997958.58	4190.73
32997776.36	2860.81
33997714.13	3571.77
34109480.83	12301.20
34997672.89	4320.72
35997680.66	3240.79
36997588.43	5821.62
37997457.20	4410.71
38997464.96	4070.73
39997422.73	3591.77
40997391.49	3380.78
41997279.27	3610.76
42997087.04	3231.79
43997105.80	9830.36
44997313.56	3780.75
45996971.34	5621.63
46451586.68	341.98
46997010.10	3540.77
47996947.87	6440.58
48997035.63	5590.64
49996704.41	5670.63
50553806.07	360.98
50996712.18	3990.74
51996589.95	3080.80
52996508.72	3180.79
53996516.48	3790.75
54996384.26	4350.72
55996303.03	3770.75
56996280.79	3380.78
57011109.82	360.98
57996188.56	3350.78
58996077.33	3780.75
59996035.10	3300.78
60996042.86	3510.77
61995920.63	3770.75
62539113.20	22180.55
62764776.48	48428.84
62995898.40	7210.53
63995797.17	3970.74
64995773.94	3781.75
65995753.70	4079.73
66995561.48	3040.80
67231064.11	7619.50
67995629.24	3861.75
68995508.01	3639.76
69995354.78	3721.76
70995303.55	4110.73
71995352.31	4860.68
72995319.08	3621.76
73995137.85	3291.79
74995085.62	3331.78
75995124.38	4120.73
76994881.16	3481.77
77994840.93	4060.74
78994788.70	3630.76
79994766.46	5260.66
80994715.23	3039.80
81994623.00	3859.75
82979821.73	7120.54
82994600.76	4709.69
83994499.53	4089.73
84994407.30	3829.75
85994414.07	4061.74
86994343.84	3780.75
87994180.61	3491.77
88994189.38	4399.71
89994147.14	3631.76
90993964.92	3760.75
91993963.68	3829.75
92993981.44	3321.78
93993829.22	4280.72
94993807.98	4420.71
95993745.75	3281.79
96690053.33	2390.84
96993774.51	83267.57
97993622.29	5869.62
98993639.05	3311.78
99993447.83	5150.66
100993426.59	4330.72
101993324.36	3750.76
102993263.13	3140.80
103993240.90	7780.49
104993348.65	4930.68
105993116.43	4500.71
106793071.25	22240.55
106993035.20	4779.69
107993022.97	3510.77
108482168.06	320.98
108992930.74	3851.75
109992829.51	4410.71
110992797.27	3410.78
111992735.04	4390.71
112992592.82	3881.75
113992511.58	3550.77
114992460.35	4440.71
115992468.12	3920.74
116394684.88	7171.53
116992305.89	4689.69
117992233.66	3451.77
118992192.43	3640.76
119992199.19	3481.77
120992056.96	3422.78
121992006.73	3459.77
122992013.49	3581.77
123991942.26	3990.74
124991791.04	4840.68
125991798.80	4210.73
126991636.57	3331.78
127991655.34	7350.52
128991833.09	3710.76
129991440.88	7211.53
130991369.65	4210.73
131991427.41	7640.50
132327656.47	18520.79
132991555.16	4541.70
133991193.95	4550.70
134437199.85	350.98
134438469.77	420.97
134991201.71	3440.78
135991149.48	7091.54
136991068.25	4120.73
137990936.02	3610.76
138990933.79	3160.79
139990922.55	3180.79
140990770.33	3330.78
141990798.09	3840.75
142990566.87	4330.72
143990544.63	3400.78
144990452.40	3770.75
145990460.17	3561.77
146990368.94	4170.73
147990256.71	4170.73
148990274.47	3741.76
149990213.24	5150.66
150990151.01	3600.77
151990128.77	3311.78
152989957.55	3880.75
153989895.32	3260.79
154989873.08	3881.75
155989831.85	3880.75
156989729.62	3630.76
157989727.38	3531.77
158989636.15	3620.76
159989653.91	4090.73
160989441.69	3651.76
161989470.45	3670.76
162989338.23	3740.76
163989266.00	3610.76
164989194.76	3180.79
165770119.82	12150.21
165989242.53	6490.58
166989030.30	4250.72
167989009.07	4070.73
168988906.84	3420.78
169988854.61	3230.79
170988773.38	3020.80
171988801.14	3380.78
172988708.91	3500.77
173988547.68	3000.80
174988555.45	4610.70
175988583.21	4590.70
176988430.98	4421.71
177988379.75	6160.60
178988317.52	4610.70
179988305.28	4031.74
180988204.05	3650.76
181176607.76	8060.47
181988061.83	3930.74
182988049.59	3091.80
183987988.36	4420.71
184987986.12	4010.74
185987863.90	4291.72
186987712.67	4500.71
187987940.42	7910.48
188987618.20	6341.59
189987566.97	4910.68
190987574.73	3940.74
191987392.51	4771.69
192987411.27	2710.82
193987309.04	3320.78
194433414.94	14590.05
194707216.08	6420.58
194987306.81	5440.65
195987175.58	5230.66
196166969.85	3840.75
196987173.34	75359.08
197952592.36	360.98
197987021.12	4370.71
198986949.89	4850.68
199986877.66	2560.83
200986945.42	4350.72
201986874.18	5950.61
202986781.95	3970.74
203986629.73	3860.75
204986547.50	3831.75
205986606.26	4000.74
206986484.03	4380.71
207986371.80	6381.58
208986280.57	4430.71
209986348.33	3950.74
210986246.10	3731.76
211986174.87	8310.46
212986312.62	4990.67
213986090.40	4931.68
214218413.25	330.98
214985959.18	4580.70
215004347.98	17020.89
215985966.94	8380.45
216985904.71	3891.75
217985883.47	3370.78
218023022.05	26120.30
218985661.25	7250.53
219985649.02	5631.63
220985567.79	3710.76
221985515.55	3660.76
222985363.33	3820.75
223985372.09	4580.70
224985359.86	3880.75
225985177.63	4740.69
226985246.39	3790.75
227985084.17	3220.79
228985011.93	3780.75
229985020.70	3610.76
229988670.46	12790.17
230065607.44	7161.53
230984968.46	5410.65
231984826.24	3400.78
232984775.01	2950.81
233984732.77	2880.81
234984630.54	3470.77
235984608.31	3681.76
236984487.08	3610.76
237984494.84	3720.76
238984362.62	3741.76
239984331.38	6390.58
240984209.15	3140.80
241984226.92	3111.80
242984165.68	4450.71
243984133.45	3760.75
244984081.22	3091.80
245983999.99	3710.76
246983897.76	2760.82
247983815.53	3011.80
248983783.29	3881.75
