# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
137248504,1000000000,1
351471,1000000000,1
115743,1000000000,1
196596,1000000000,1
134185,1000000000,1
118873,1000000000,1
195236,1000000000,1
122194,1000000000,1
127724,1000000000,1
198837,1000000000,1
116024,1000000000,1
117524,1000000000,1
127953,1000000000,1
188045,1000000000,1
114174,1000000000,1
113563,1000000000,1
126614,1000000000,1
116944,1000000000,1
118713,1000000000,1
195467,1000000000,1
126204,1000000000,1
120863,1000000000,1
120173,1000000000,1
110113,1000000000,1
127953,1000000000,1
119394,1000000000,1
115593,1000000000,1
196617,1000000000,1
130385,1000000000,1
119564,1000000000,1
# Hoverboard test (1048576 1 800000000)
# time(ns),sleep_time(ns),repetitions
138107893,800000000,1
350252,800000000,1
112864,800000000,1
119763,800000000,1
124453,800000000,1
195275,800000000,1
111733,800000000,1
119344,800000000,1
123984,800000000,1
119043,800000000,1
112902,800000000,1
195667,800000000,1
127023,800000000,1
118843,800000000,1
113834,800000000,1
113554,800000000,1
122793,800000000,1
188666,800000000,1
112014,800000000,1
118993,800000000,1
120034,800000000,1
114764,800000000,1
108693,800000000,1
119444,800000000,1
124003,800000000,1
118774,800000000,1
112424,800000000,1
196675,800000000,1
127104,800000000,1
117753,800000000,1
# Hoverboard test (1048576 1 600000000)
# time(ns),sleep_time(ns),repetitions
137842744,600000000,1
346190,600000000,1
113292,600000000,1
120134,600000000,1
127524,600000000,1
116504,600000000,1
191407,600000000,1
114863,600000000,1
127785,600000000,1
115413,600000000,1
115914,600000000,1
194667,600000000,1
125343,600000000,1
117944,600000000,1
112353,600000000,1
111813,600000000,1
127754,600000000,1
117643,600000000,1
193406,600000000,1
113303,600000000,1
122504,600000000,1
116743,600000000,1
112643,600000000,1
111603,600000000,1
124653,600000000,1
115174,600000000,1
113244,600000000,1
193326,600000000,1
126735,600000000,1
115934,600000000,1
# Hoverboard test (1048576 1 400000000)
# time(ns),sleep_time(ns),repetitions
137513116,400000000,1
138725,400000000,1
197455,400000000,1
108404,400000000,1
127665,400000000,1
116014,400000000,1
110274,400000000,1
111254,400000000,1
196046,400000000,1
119283,400000000,1
117443,400000000,1
112303,400000000,1
123925,400000000,1
115513,400000000,1
115244,400000000,1
112883,400000000,1
198566,400000000,1
118023,400000000,1
112084,400000000,1
120704,400000000,1
123544,400000000,1
117063,400000000,1
114503,400000000,1
111473,400000000,1
124353,400000000,1
116234,400000000,1
191067,400000000,1
109683,400000000,1
124844,400000000,1
115084,400000000,1
# Hoverboard test (1048576 1 200000000)
# time(ns),sleep_time(ns),repetitions
137511704,200000000,1
138885,200000000,1
113163,200000000,1
185196,200000000,1
124283,200000000,1
107642,200000000,1
127543,200000000,1
116663,200000000,1
122683,200000000,1
112383,200000000,1
112053,200000000,1
112274,200000000,1
121494,200000000,1
113962,200000000,1
185266,200000000,1
112404,200000000,1
123403,200000000,1
112284,200000000,1
110884,200000000,1
115234,200000000,1
124304,200000000,1
114643,200000000,1
111502,200000000,1
114884,200000000,1
122074,200000000,1
116103,200000000,1
113104,200000000,1
188175,200000000,1
120953,200000000,1
113684,200000000,1
# Hoverboard test (1048576 1 0)
# time(ns),sleep_time(ns),repetitions
138102734,0,1
106813,0,1
95652,0,1
93743,0,1
94323,0,1
93542,0,1
94063,0,1
93883,0,1
94264,0,1
93892,0,1
93982,0,1
94003,0,1
96572,0,1
94272,0,1
93844,0,1
94323,0,1
94342,0,1
93552,0,1
93493,0,1
94113,0,1
93734,0,1
94433,0,1
93823,0,1
94042,0,1
96193,0,1
93302,0,1
95974,0,1
94552,0,1
94052,0,1
94133,0,1
# Hoverboard test (1048576 1 200000001)
# time(ns),sleep_time(ns),repetitions
137207895,200000001,1
138984,200000001,1
119193,200000001,1
190397,200000001,1
121943,200000001,1
112614,200000001,1
111213,200000001,1
109622,200000001,1
122713,200000001,1
117344,200000001,1
110773,200000001,1
111384,200000001,1
121044,200000001,1
112774,200000001,1
192285,200000001,1
113413,200000001,1
125333,200000001,1
