# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn659.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 38.997391 
# Number of iterations (recorded+unrecorded): 1019118084 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	3330.78
999943.10	2899.81
1999866.20	2859.81
2999918.29	1481.90
3999842.39	17500.83
4999655.50	2230.85
5999758.59	1520.90
6999571.70	1430.90
7999644.79	1860.88
8999487.90	3090.79
9999471.00	7581.49
10999284.10	9821.34
11999218.20	2570.83
12999221.30	1910.87
13999084.41	1750.88
14999117.50	3840.74
15999020.60	3030.80
16998923.70	1980.87
17998836.81	1370.91
18998819.90	3290.78
19998952.99	2410.84
20081330.48	28130.12
20998716.10	6420.57
21998579.21	2470.83
22998482.31	2160.86
23998515.40	2660.82
24654707.50	8961.40
24998348.51	2870.81
25998381.60	1520.90
26998344.70	1400.91
27998217.81	3381.77
28998161.91	1860.88
29998035.01	1890.87
30998077.10	1381.91
31997920.21	1320.91
32997844.31	1380.91
33997827.41	1840.88
34997720.51	1560.90
35997573.62	2970.80
36997556.72	2559.83
37997449.82	2630.82
38997462.91	1470.90
39769322.27	340.98
39997386.01	2200.85
40997369.11	1759.88
41997282.21	1460.90
42997205.31	1380.91
43997188.41	3201.79
44997081.52	1991.87
45997024.62	1651.89
46996868.72	1670.89
47996831.82	1560.90
48996853.91	1401.91
49996718.02	2310.85
50996630.12	3161.79
51996614.22	2280.85
52996547.32	2789.81
53996540.42	2700.82
54996393.52	1870.87
55996236.63	1320.91
56996159.73	1350.91
57996142.83	1290.91
58996035.93	1320.91
59995969.03	1300.91
60996052.12	1321.91
61995976.22	1310.91
62995889.32	1429.90
63995752.43	1380.91
64995724.53	1350.91
65995678.63	1330.91
66995620.72	1301.91
67426789.88	13331.11
67893887.63	6390.57
67964195.92	5570.63
67995524.83	3789.75
68995497.93	2700.82
69995421.03	1640.89
70995274.13	1480.90
71995227.23	1830.88
72995160.33	1320.91
73995093.43	2509.83
74995116.53	2340.84
75994939.63	2971.80
76994922.73	2191.85
77994895.83	1441.90
78994799.93	1330.91
79994733.03	1830.88
80994706.13	1660.89
81994609.23	1430.90
82994502.34	1360.91
83994465.43	1370.91
84994438.53	1470.90
85994371.63	2060.86
86994263.74	2511.83
87994237.83	1370.91
88994070.94	1330.91
89994004.04	1310.91
90993917.14	1339.91
91993859.24	1591.89
92993903.34	1520.90
93993706.45	1951.87
94993630.55	1259.92
95993683.64	2210.85
96993546.74	2050.86
97524782.20	2460.84
97993529.84	80438.62
98993372.95	5270.65
99993476.04	2850.81
100993289.14	2770.81
101993302.24	2240.85
102993194.34	5221.65
103993367.43	2301.85
104993031.55	2290.85
105558216.73	330.98
105992884.65	1820.88
106992947.74	2109.86
107992890.84	2270.85
108992793.95	1320.91
109992717.05	1589.89
110992590.15	1331.91
111992524.25	1340.91
112992467.35	1320.91
113992400.45	1690.89
114737230.62	20659.62
114992373.55	7130.52
115992286.65	1990.87
116992179.76	1970.87
117992162.85	1600.89
118992055.96	1380.91
119992039.05	1370.91
120992012.15	1310.91
121991925.25	3020.80
122991778.36	1640.89
123991701.46	2400.84
124991744.55	1380.91
125991587.66	1330.91
126991521.76	1330.91
127991453.86	1600.89
128991477.95	1400.91
129991301.06	1369.91
130991284.16	2440.84
131991237.26	1420.90
132991120.36	1280.91
133991143.46	2520.83
134991086.56	1290.91
135990979.66	1330.91
136990912.76	2490.83
137990915.86	2659.82
138990728.96	1930.87
139990622.07	1320.91
140990545.17	1310.91
141990638.26	2441.84
142990591.36	1240.92
143990415.47	1320.91
144990338.57	1310.91
145990281.67	1270.91
146990154.77	2180.85
147990137.87	1290.91
148990030.97	1320.91
149989954.07	1309.91
150990027.16	2120.86
151989970.26	1810.88
152989933.36	2160.86
153989746.47	2090.86
154989639.57	2089.86
155989692.67	3110.79
156989495.77	1420.90
157989518.87	1320.91
158989441.97	1230.92
159989306.08	1390.91
160989298.17	1521.90
161989292.27	1300.91
162028810.62	13181.12
162989185.37	5840.61
163989078.47	3710.75
164989071.57	1930.87
165988974.67	1450.90
166988897.77	1350.91
167988850.87	1350.91
168988803.97	1500.90
169988777.07	2950.80
170988690.17	1590.89
171988623.27	1540.90
172988446.38	1380.91
173988429.48	2510.83
174988412.58	1320.91
175988365.67	2401.84
176988229.78	1550.90
177988242.87	1760.88
178988105.98	2010.87
179988099.08	2130.86
180987882.19	1600.89
181987915.28	1780.88
182987848.38	4920.67
183987881.47	2280.85
184987584.59	2200.85
185987517.69	2100.86
186987680.78	3960.74
187987513.88	1760.88
188987376.99	2180.85
189987310.09	1580.89
190987223.19	1720.88
191987226.29	1331.91
192856993.10	360.98
192987169.39	1330.91
193987103.49	1300.91
