#size	rtt
1	3.265000
1	3.170000
1	3.310000
1	3.275000
1	3.239500
1	3.210000
1	3.335000
1	3.200500
1	3.274500
1	3.205000
1	6.064500
1	3.200000
1	3.315000
1	3.195000
1	3.230000
1	3.234500
1	3.229500
1	3.240000
1	3.270000
1	3.235000
1	3.359500
1	3.190000
1	3.190000
1	3.195000
1	3.239500
1	3.249500
1	3.244500
1	3.250000
1	3.180000
1	3.190000
1	3.270000
1	3.300000
1	3.330000
1	3.265000
1	3.254500
1	3.289500
1	3.184500
1	3.229500
1	3.260000
1	3.219500
1	3.260500
1	3.185000
1	3.234500
1	3.220000
1	3.210000
1	3.340000
1	3.399500
1	3.165000
1	3.290500
1	3.265000
1	3.210000
1	3.155000
1	3.274500
1	3.200000
1	3.299500
1	3.254500
1	3.275000
1	3.315000
1	3.225000
1	3.185000
1	3.250500
1	3.200000
1	3.219500
1	3.124500
1	3.325000
1	3.205000
1	3.274500
1	3.190000
1	3.289500
1	3.204500
1	3.345000
1	3.255000
1	3.325000
1	3.185000
1	3.150000
1	3.199500
1	3.225000
1	3.315000
1	3.219500
1	3.210000
1	3.244500
1	3.190000
1	3.225000
1	3.170000
1	3.455000
1	3.184500
1	3.194500
1	3.174500
1	3.249500
1	3.190000
1	3.305000
1	3.219500
1	3.170000
1	3.215000
1	3.685500
1	3.200000
1	3.224500
1	3.215000
1	3.165000
1	3.285000
1	3.215000
1	3.215000
1	3.185000
1	3.254500
1	3.135500
1	3.200000
1	3.195000
1	3.160000
1	3.210000
1	3.074500
1	3.239500
1	3.164500
1	3.235000
1	3.189500
1	3.235000
1	3.235000
1	3.255500
1	3.250500
1	3.194500
1	3.184500
1	3.249500
1	3.234500
1	3.119500
1	3.200000
1	3.179500
1	3.229500
1	3.215000
1	3.250000
1	3.135500
1	3.225000
1	3.480000
1	3.094500
1	3.200000
1	3.179500
1	3.150000
1	3.265000
1	3.255000
1	3.245500
1	3.210000
1	3.225000
1	3.184500
1	3.160000
1	3.229500
1	3.190000
1	3.265000
1	3.185000
1	3.210000
1	3.205000
1	3.214500
1	3.165500
1	3.180000
1	3.154500
1	3.275000
1	3.129500
1	3.259500
1	3.094500
1	3.245000
1	3.239500
1	3.190000
1	3.249500
1	3.210000
1	3.195500
1	3.255000
1	3.265000
1	3.349500
1	3.279500
1	3.255000
1	3.170000
1	3.200000
1	3.149500
1	3.205000
1	3.285500
1	3.270000
1	3.110000
1	3.245000
1	3.175000
1	3.239500
1	3.194500
1	3.210000
1	3.184500
1	3.215000
1	3.210000
1	3.285000
1	3.190000
1	3.260500
1	3.204500
1	3.225000
1	3.160000
1	3.249500
1	3.249500
1	3.225000
1	3.184500
1	3.245000
1	3.195000
1	3.275500
1	3.144500
1	3.309500
1	3.144500
1	3.239500
1	3.170000
1	3.229500
1	3.164500
1	3.215000
1	3.175000
1	3.215000
1	3.225500
1	3.110500
1	3.204500
1	3.210000
1	3.179500
1	3.205000
1	3.180000
1	3.235000
1	3.120000
1	3.249500
1	3.295000
1	3.170000
1	3.155500
1	3.259500
1	3.190000
1	3.299500
1	3.270000
1	3.775000
1	3.190000
1	3.244500
1	3.130000
1	3.249500
1	3.165000
1	3.225000
1	3.254500
1	3.219500
1	3.170000
1	3.184500
1	3.174500
1	3.174500
1	3.184500
1	3.189500
1	3.185000
1	3.530000
1	3.340000
1	3.180000
1	3.229500
1	3.200000
1	3.199500
1	3.180000
1	3.184500
1	3.184500
1	3.134500
1	3.229500
1	3.285000
1	3.205500
1	3.085000
1	3.250000
1	3.229500
1	3.134500
1	3.254500
1	3.265000
1	3.219500
1	3.219500
1	3.194500
1	3.255000
1	3.195000
1	3.280500
1	3.239500
1	3.245000
1	3.184500
1	3.130000
1	3.219500
1	3.234500
1	3.184500
1	3.339500
1	3.184500
1	3.195500
1	3.215000
1	3.214500
1	3.159500
1	3.195000
1	3.170000
1	3.130000
1	3.190000
1	3.239500
1	3.225000
1	3.285000
1	3.180000
1	3.219500
1	3.184500
1	3.195000
1	3.219500
1	3.219500
1	3.174500
1	3.225000
1	3.190000
1	3.219500
1	3.190000
1	3.315000
1	3.195000
1	3.180000
1	3.174500
1	3.100000
1	3.124500
1	3.229500
1	3.170000
1	3.210000
1	3.170000
1	3.255000
1	3.175500
1	3.230000
1	3.110000
1	3.244500
1	3.184500
1	3.289500
1	3.199500
1	3.199500
1	3.254500
1	3.110000
1	3.170000
1	3.230000
1	3.165500
1	3.289500
1	3.300000
1	3.235000
1	3.195000
1	3.244500
1	3.190000
1	3.249500
1	3.215000
1	3.384500
1	3.235500
1	3.250000
1	3.179500
1	3.275000
1	3.284500
1	3.269500
1	3.164500
1	3.185000
1	3.145000
1	3.210000
1	3.235000
1	3.210000
1	3.170000
1	3.185000
1	3.144500
1	3.169500
1	3.180000
1	3.239500
1	3.175000
1	3.220000
