# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn670.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 38.997520 
# Number of iterations (recorded+unrecorded): 1011075342 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	4250.73
1000076.41	29800.11
2000290.81	4190.73
2963399.57	32299.95
2999777.26	2460.84
3999842.67	2161.86
4999779.08	1649.90
5999705.50	1610.90
6999600.92	3190.80
7999476.35	1400.91
8999472.76	2030.87
9999468.17	9180.42
10999283.60	2110.87
11999340.01	1540.90
12999155.44	9050.42
13633764.08	330.98
13999230.84	2970.81
14999077.27	1720.89
15999052.68	4040.74
16999148.09	1700.89
17998974.52	2260.86
18998829.94	2960.81
19998795.36	1360.91
20998761.77	9890.37
21998577.20	2040.87
22998582.61	1680.89
23998539.03	1830.88
24998504.45	4090.74
25998429.86	1890.88
26085387.33	16439.95
26998285.29	2351.85
27998221.71	2990.81
28998217.12	1380.91
29998202.53	1371.91
30998027.96	4231.73
31997993.38	2780.82
32997909.79	1830.88
33997846.21	1450.91
34997891.62	1430.91
35997777.05	1560.90
36997753.46	3830.76
37997628.88	2690.83
38578068.97	9700.38
38970166.04	5060.68
38997624.30	2460.84
39287434.87	5130.67
39594074.37	5580.65
39997560.72	2810.82
40506673.34	5680.64
40997466.14	2370.85
41329555.02	5600.64
41918594.56	5330.66
41997321.56	1760.89
42350960.07	4890.69
42793704.92	4840.69
42997377.97	1920.88
43224019.56	5771.63
43680364.54	4650.70
43843198.19	4661.70
43997243.39	2930.81
44188647.22	5090.68
44623651.56	5131.67
44997248.80	2250.86
45060776.77	4600.71
45365126.41	6940.56
45669006.09	4370.72
45958916.66	5340.66
45997105.23	3000.81
46177598.75	5220.67
46307054.52	5030.68
46688111.29	5060.68
46997100.64	2320.85
47997066.06	2160.86
48997002.48	1520.90
49996817.90	3270.79
50996873.31	2290.85
51996709.74	1510.90
52184422.80	6610.58
52996665.15	2020.87
53996640.57	1520.90
54996616.99	2570.84
55996492.41	4130.74
56996447.82	1850.88
57996344.24	1440.91
58996249.66	1460.91
59996305.07	1560.90
60996151.50	2689.83
61996145.91	2870.82
62996031.33	5900.62
63996077.75	1880.88
64995874.17	2739.83
65995818.59	1401.91
66995765.01	1380.91
67995741.42	3790.76
68995606.85	1850.88
69995623.26	2270.86
70995537.68	1981.87
71995483.10	2051.87
72984730.19	16449.95
73995375.93	2259.86
74995270.35	1391.91
75995255.77	1440.91
76729982.05	340.98
76995142.19	1371.91
77995107.60	2901.82
78995014.02	1430.91
79994900.44	3690.77
80994844.86	2310.85
81994890.27	1700.89
82994766.69	1570.90
83994792.11	2741.83
84994677.53	4952.69
85994764.94	2339.85
86994519.37	4251.73
87994445.79	1860.88
88994362.20	1520.90
89994297.62	1630.90
90994202.04	1330.92
91994129.46	1309.92
92994224.87	2750.83
93994110.29	1620.90
94994005.71	1330.92
95993932.13	3230.79
96272111.44	2880.82
96993947.54	79888.92
97520780.04	330.98
97993841.96	2662.83
98993719.39	1609.90
99993743.80	3741.76
100993679.22	1391.91
101381517.55	17019.92
101993485.64	3920.75
102993542.05	2769.82
103993416.47	2642.83
104993293.90	2639.83
105993348.31	1890.88
106993194.73	1579.90
107993230.14	1690.89
108993016.57	3269.79
109993070.98	1771.89
110993017.40	1510.90
111992933.82	2550.84
112992808.24	1860.88
113992765.66	1350.91
114992710.07	2260.86
115992696.49	1809.88
116992611.91	1401.91
117992607.32	1300.92
118992503.74	2079.87
119789896.04	8651.45
119992390.16	3630.77
120992435.57	2430.85
121992330.00	1970.87
122992167.42	1440.91
123992212.83	2199.86
124992148.25	1330.92
125992063.67	1301.92
126991959.09	2850.82
127991834.51	3010.81
128991920.92	2830.82
129991756.34	2190.86
130991742.76	1499.90
131991669.18	1979.87
132991604.60	3120.80
133991579.01	1800.89
134991476.43	1610.90
135991361.85	1319.92
136991286.27	1311.92
137991193.69	1330.92
138991139.11	1310.92
139991224.52	1320.92
140991160.94	1309.92
141991036.36	34779.79
142990981.78	2960.81
143990947.19	1941.88
144990853.61	1479.91
145990778.03	2631.83
146990734.45	5010.68
147990840.85	2800.82
148990516.29	1569.90
149990430.71	2582.84
150990478.12	1280.92
151990343.54	2860.82
152990358.96	2550.84
153990234.38	1661.89
154990169.80	1411.91
155990176.21	1300.92
156990072.63	1440.91
157989937.05	1321.92
158989853.47	2590.84
159989949.88	1800.89
160989854.30	1461.91
161989770.72	1290.92
162989657.14	2210.86
163989652.55	1330.92
164989577.97	1560.90
165989414.40	2039.87
166989439.81	1849.88
167989385.23	2290.85
168989541.63	4980.68
169989396.05	2421.85
170989242.48	1750.89
171989147.90	1521.90
172989134.31	1390.91
173988938.74	1311.92
174988845.16	1270.92
175988891.57	1280.92
176988766.99	1930.88
177988662.41	2941.81
178988598.83	2930.81
179988534.25	1290.92
180988549.66	2000.87
181988495.08	1301.92
182988380.50	1241.92
183988396.91	4541.71
184988443.32	1330.92
185988188.76	1650.90
186988074.18	1250.92
187988110.59	1239.92
188988086.00	1270.92
189987950.43	1461.91
190987877.84	1230.92
191987893.26	1710.89
192987708.68	1290.92
193987775.09	1259.92
194987630.52	3130.80
195987605.93	2430.85
196987502.35	2100.87
197164136.12	4260.73
197987477.77	21990.60
198987413.19	3030.81
199987359.60	1770.89
200987265.02	1360.91
201987180.44	1290.92
202987066.86	1330.92
203987002.28	1779.89
204987057.69	1370.91
205986894.12	3020.81
206986919.53	3450.78
207986854.95	3579.77
208986801.37	2120.87
209986706.79	1950.88
210986612.21	2100.87
211297581.43	20870.67
211986647.62	2411.85
212986514.04	2860.82
213698639.76	6040.62
