# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn281.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 38.997908 
# Number of iterations (recorded+unrecorded): 1018476852 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	4739.75
999928.35	7534.60
1999864.70	1965.89
2999774.05	1583.92
3999711.40	2926.84
4999729.75	2745.85
5329700.05	2394.87
5999748.10	2885.85
6999555.45	2274.88
7999533.80	2574.86
8999511.15	2455.87
9999549.49	14888.20
10999386.85	2605.86
11999375.20	2294.88
12999242.55	2385.87
13999200.90	2474.87
14999288.24	2524.86
15999155.60	2455.87
16999023.95	3666.80
17998952.30	1573.92
18998928.65	1904.90
19998958.00	2375.87
20998884.35	2536.86
21998863.69	1522.92
22998752.05	1803.90
23998769.39	1552.92
24998687.75	1503.92
25998544.10	1514.92
26998603.44	1562.92
27998539.79	1454.92
28998348.15	1543.92
29998446.49	1492.92
30998264.85	1563.92
31998172.20	3216.83
32998150.55	1493.92
33998177.90	1543.92
34998116.25	1523.92
35998013.60	1553.92
36997971.95	2635.86
37998030.29	1493.92
38997907.65	2495.87
39997836.00	1523.92
40997753.35	1823.90
41997761.69	1533.92
42997669.05	2084.89
43997647.39	2775.85
44997514.75	1483.92
45997543.09	2454.87
46997390.45	2675.86
47997488.79	2565.86
48997467.14	2444.87
49997294.50	2364.87
50997241.84	2235.88
51997220.19	2485.87
52997128.55	2384.87
53997105.89	1553.92
54997034.24	1553.92
55996991.59	1783.90
56996989.94	1513.92
57996877.29	1533.92
58996775.65	2635.86
59996792.99	3096.83
60996671.35	1512.92
61996717.69	1865.90
62996606.04	1513.92
63996493.40	2625.86
64996531.74	3077.83
65996369.10	2355.87
66996408.44	3005.84
67996345.79	2004.89
68996264.14	2363.87
69996301.49	2314.88
70996179.84	1822.90
71996087.19	2275.88
72996084.54	1884.90
73996022.89	1534.92
74995930.24	1474.92
75995908.59	1894.90
76995876.94	1552.92
77995815.29	1512.92
78995692.64	1522.92
79995779.99	1474.92
80995617.34	1503.92
81995665.69	3857.79
82995584.04	3607.81
83995462.39	1543.92
84995358.74	1474.92
85995377.09	1504.92
86995235.44	2625.86
87995263.79	1463.92
88995281.14	1503.92
89995199.49	1472.92
90995036.84	1492.92
91995094.19	1503.92
92995003.54	1463.92
93995009.89	1503.92
94994928.24	1453.92
95994906.59	1502.92
96994764.94	3066.84
97994752.29	1493.92
98994610.64	1822.90
99994648.99	1471.92
100994665.33	3508.81
101994564.69	1472.92
102994401.04	1503.92
103994449.39	1483.92
104994297.74	1443.92
105994295.09	1492.92
106994332.43	1474.92
107994180.79	1483.92
108994189.13	1873.90
109105822.15	1512.92
109994147.48	69227.29
110994063.84	2786.85
111993933.19	1543.92
112993860.54	1492.92
113993897.89	1503.92
114993766.24	1502.92
115993803.58	1443.92
116993782.93	2914.84
117993649.29	1463.92
118993677.63	1472.92
119993505.99	1493.92
120993554.33	1471.92
121993390.69	2264.88
122993419.03	3246.83
123993247.39	2434.87
124993245.74	2314.88
125993122.09	2134.89
126993181.43	3206.83
127993147.78	2425.87
128993147.13	2445.87
129993013.48	2084.89
130993002.83	2184.88
131992941.18	3606.81
132992848.53	2233.88
133992806.88	1532.92
134992694.24	1553.92
135992651.59	1723.91
136992578.94	1523.92
137992658.28	2344.87
138992565.63	1523.92
139992492.98	1474.92
140992481.33	1453.92
141992318.69	1514.92
142992387.03	2044.89
143992325.38	1562.92
144992232.73	1473.92
145992100.09	3036.84
146992078.43	2986.84
147992016.78	1493.92
148992055.13	3306.82
149991992.48	2174.88
150991920.83	2154.88
151991828.18	2445.87
152991886.53	4128.78
153991643.89	2143.88
154991681.23	2195.88
155991579.58	2324.88
156991607.93	2394.87
157991606.28	3075.83
158991442.63	1985.89
159991459.98	2366.87
160991418.33	2926.84
161991265.68	3678.80
162991235.03	1983.89
163991092.39	2614.86
164991140.73	2284.88
165991138.08	1522.92
166991016.43	1593.91
167990954.78	1673.91
168990871.13	1514.92
169990939.48	1463.92
170990797.83	1824.90
171990866.17	1483.92
172990703.53	2405.87
173990681.88	2495.87
174990599.23	1453.92
175990607.58	1893.90
176990514.93	3046.84
177990463.28	1473.92
178990340.63	1482.92
179990358.98	1463.92
180990317.33	1492.92
181990193.68	3067.84
182990203.03	2684.86
183990169.38	2546.86
184989997.73	2255.88
185989975.08	5071.73
186989863.43	2444.87
187989911.78	2484.87
188989830.13	1533.92
189989727.48	1543.92
190989765.83	1723.91
191989732.17	1514.92
192989621.53	1483.92
193989648.87	1493.92
194989497.23	1493.92
195989535.57	1481.92
196989381.93	3087.83
197989391.28	1493.92
198989248.63	1442.92
199989236.98	1462.92
200989264.32	1483.92
201989092.68	4358.77
202989050.03	2204.88
203988998.38	1471.92
204988985.73	1473.92
205989004.07	1492.92
206988861.43	1502.92
207988728.78	2665.86
208988817.12	3606.81
