# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn646.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 38.997576 
# Number of iterations (recorded+unrecorded): 1005126695 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	4109.74
999728.86	35100.82
2000028.68	5000.69
2232232.25	23809.52
2999727.54	2671.83
3999667.39	1600.90
4999547.24	3429.79
5999487.08	2930.82
6999425.93	16429.98
7999385.77	2050.87
8999225.63	1550.90
9999214.47	1350.92
10999164.31	1339.92
11999092.16	2692.83
12998933.01	7280.55
13998911.86	10981.32
14998960.69	2421.85
15998811.55	1620.90
16998711.39	1480.91
17998660.24	3160.80
18998630.08	3150.80
19998518.93	1821.89
20998488.78	1460.91
21998518.62	1360.92
22998347.47	1630.90
23998257.32	1370.91
24998227.16	1960.88
25998236.00	2500.84
26998175.85	1360.92
27998134.69	1791.89
28243727.43	350.98
28998064.54	1310.92
29997974.39	7430.54
30998193.21	1339.92
31997822.08	3331.79
32997822.92	1399.91
33997701.77	1960.88
34997630.62	1561.90
35997650.46	1321.92
36997550.31	1520.91
37997530.15	3840.76
38997339.00	2931.82
39997278.85	20320.74
40018878.51	9019.44
40997258.69	2140.87
41997187.54	1559.90
42997207.38	1410.91
43997036.23	1340.92
44996976.08	1490.91
45996924.92	6090.62
46996914.77	82688.86
47996854.61	3929.76
48996794.46	2780.83
49996722.30	2131.87
50996683.15	2670.83
51996543.00	1349.92
52063300.85	17479.91
52996500.84	4671.71
53996571.68	2630.84
54996480.53	3590.78
55996350.38	2550.84
56996230.23	1350.92
57996179.07	1610.90
58996257.91	1821.89
59995988.77	2980.81
60995976.61	1921.88
61996007.45	2800.83
62995996.29	1310.92
63995906.14	1339.92
64995854.99	1981.88
65995654.84	1930.88
66995654.68	1990.88
67995614.53	1420.91
68995513.38	2630.84
69995473.22	1960.88
70995402.07	2851.82
71995421.91	5619.65
72995501.75	2209.86
73782027.86	500.97
