# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn473.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 38.997945 
# Number of iterations (recorded+unrecorded): 1022186624 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	5540.71
1000002.30	3377.82
1999975.61	3566.81
2999977.92	3356.82
3999931.22	8806.54
4357879.36	2345.88
4999843.53	4549.76
5999755.84	4679.75
6999698.15	6041.68
7999541.46	4317.77
8999653.76	5471.71
9999607.07	16389.14
10999448.38	3979.79
11999370.69	4659.75
12999514.99	3837.80
13999397.30	3287.83
14999270.61	4769.75
15999192.92	5260.72
16999235.23	9789.48
17999028.54	2484.87
18999110.84	3587.81
19998963.15	4218.78
20999026.46	4238.78
21999018.76	3086.84
22998882.07	3877.80
23998824.38	3757.80
24998786.69	2635.86
25998670.00	1913.90
26998612.31	2104.89
27998584.61	3247.83
28998637.92	1854.90
29998490.23	1592.92
30998421.54	1553.92
31998354.85	1513.92
32998378.15	1863.90
33998280.46	3317.83
34998213.77	1513.92
35998125.08	3246.83
36998128.38	1524.92
37998010.69	3967.79
38998075.00	3677.81
39998047.30	3707.80
40997839.62	3016.84
41997942.92	1533.92
42997824.23	1513.92
43997706.54	2165.89
44997740.84	1823.90
45997573.16	3386.82
46997576.46	1502.92
47997588.77	1522.92
48997481.08	1512.92
49997354.39	2384.87
50997316.70	1923.90
51997369.00	1562.92
52997271.31	3797.80
53997304.61	3507.82
54997287.92	3626.81
55997140.23	4007.79
56996991.54	3408.82
57997025.85	2715.86
58996988.15	4037.79
59996790.47	3566.81
60996783.77	2615.86
61996815.08	1554.92
62996728.39	1813.90
63996740.69	2987.84
64996684.00	1843.90
65996556.31	1533.92
66996458.62	1524.92
67996491.92	1512.92
68996365.24	1532.92
69996437.54	1503.92
70996299.85	1513.92
71996312.15	1513.92
72996234.46	1513.92
73996107.78	1533.92
74996171.08	1493.92
75996023.39	1513.92
76996076.69	2814.85
77995978.00	2867.85
78995921.31	1543.92
79995814.62	1523.92
80995886.92	1473.92
81995749.23	1483.92
82995732.54	2014.89
83995634.85	1543.92
84995528.16	1523.92
85995569.46	1524.92
86995452.77	1543.92
87995356.08	1513.92
88995398.39	3347.82
89995371.69	1492.92
90995224.01	1533.92
91995276.31	1502.92
92995158.62	1513.92
93995211.92	1513.92
94995094.23	1483.92
95994947.55	3136.83
96994979.85	1533.92
97994913.16	1502.92
98994885.46	2976.84
99994807.77	1503.92
100994660.09	1513.92
101994713.39	3386.82
102994675.70	3948.79
103994629.00	2945.84
104994481.32	3968.79
105994443.62	3706.80
106994445.93	4569.76
107994379.24	2765.85
108994282.55	3135.83
109994314.85	2415.87
110108090.85	2225.88
110994207.16	9789.48
111994090.47	4137.78
112994042.78	3246.83
113994115.08	2686.86
114994008.39	2975.84
