# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn488.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 38.997929 
# Number of iterations (recorded+unrecorded): 1017951814 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	6382.66
999912.90	3677.80
1999855.79	4909.74
2999828.69	3427.82
3999721.58	3977.79
4999614.48	3868.79
5999638.37	4126.78
6999561.27	2213.88
7999504.16	1663.91
8999527.05	1784.91
9999329.96	3737.80
10999292.85	1894.90
11999395.74	3707.80
12999238.64	5010.73
13999141.53	4108.78
14999145.43	3536.81
15999117.32	3296.82
16998991.22	4448.76
17999034.11	3908.79
18998967.00	3156.83
19998858.90	5622.70
20998801.80	3697.80
21998806.69	3456.82
22998709.58	3034.84
23998672.48	3566.81
24998665.37	3356.82
25998497.27	3336.82
26998531.16	1853.90
27998434.06	1733.91
28998375.95	2957.84
29998430.84	1602.91
30998202.75	1562.92
31998256.64	2785.85
32998209.53	4988.74
33998172.43	4028.79
34998105.32	3526.81
35998078.21	3557.81
36998061.11	3397.82
37997884.01	3417.82
38997907.90	5360.72
39997919.79	3778.80
40997802.69	4519.76
41997725.58	4109.78
42997649.48	3016.84
43997692.37	2265.88
44997515.27	1824.90
45997549.16	3526.81
46997481.06	1824.90
47997474.95	1852.90
48997387.85	1803.90
49997390.74	1864.90
50997283.64	1483.92
51997126.54	1523.92
52997210.42	1803.90
53997022.33	1884.90
54997076.22	1513.92
55996929.12	1823.90
56996952.01	1843.90
57996844.90	1483.92
58996876.79	1524.92
59996820.69	1593.92
60996783.58	2395.87
61996736.48	1644.91
62996630.37	1833.90
63996603.27	1533.92
64996505.17	3416.82
65996398.06	1484.92
66996421.95	1523.92
67996304.85	1533.92
68996378.74	1492.92
69996250.64	3367.82
70996234.53	2144.89
71996097.43	1472.92
72996090.32	1583.92
73996003.22	1523.92
74995916.12	1503.92
75995909.01	1533.92
76995801.91	1503.92
77995855.80	1492.92
78995707.70	1503.92
79995761.59	1513.92
80995654.48	1473.92
81995637.38	2936.84
82995560.27	4649.75
83387591.45	1863.90
83995523.17	11742.38
84995406.06	3888.79
85995438.95	3357.82
86995412.85	3897.79
87995274.75	3096.84
88995218.64	3376.82
89995171.54	3206.83
90995064.43	4568.76
91995087.32	5300.72
92995080.22	2906.85
93994893.12	1744.91
94994856.01	2986.84
95994778.91	2986.84
96994852.80	1483.92
97994705.70	3066.84
98994638.59	4428.76
99994551.49	3166.83
100994634.38	3166.83
101994457.28	3176.83
102994581.16	5891.69
103994464.06	2685.86
104994376.96	2915.85
105994329.85	4298.77
106994252.75	3577.81
107994165.65	3777.80
108994078.54	2755.85
109994111.43	3146.83
110994125.32	4127.78
111994088.22	2745.85
112993921.12	3386.82
