# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn1001.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 38.997466 
# Number of iterations (recorded+unrecorded): 1015721374 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	6350.59
412708.18	13671.11
1000082.02	3610.77
2000003.05	4860.68
2999915.08	3440.78
3999767.12	2670.83
4999738.14	1600.90
5999620.17	1370.91
6999592.20	1320.91
7999513.23	1829.88
8999495.26	4240.72
9999417.29	3860.75
10999328.32	1520.90
11999280.35	1410.91
12999302.37	1350.91
13999113.41	2751.82
14999185.43	3190.79
15999027.46	1860.88
16999008.49	1400.91
17999010.51	1310.91
18998912.55	1330.91
19998843.58	2301.85
20998805.60	3820.75
21998677.64	3490.77
22998558.67	3371.78
23998470.70	4280.72
24998492.72	3730.76
25998433.75	1991.87
26403822.41	7971.48
26667375.29	7880.49
26913288.31	4080.73
26998405.78	4990.68
27141781.46	5371.65
27398624.77	2500.84
27998257.81	69938.46
28998208.84	4501.71
29998200.87	4220.73
30998082.90	3110.80
31998063.93	3351.78
32997935.96	2470.84
33997957.98	4460.71
34997790.02	3310.78
35997791.04	3200.79
36997683.08	2600.83
37997615.10	2570.83
38997516.14	7821.49
39997668.15	4810.69
40997440.19	1760.89
41997301.23	1820.88
42997313.25	1580.90
43997175.28	2910.81
44997096.31	2580.83
45997188.33	3490.77
46997100.36	1940.87
47997011.39	2430.84
48996953.42	1980.87
49996895.45	1250.92
50996706.49	1280.92
51996768.51	2920.81
52996570.55	1390.91
53996581.57	1309.91
54996483.60	1270.92
55996495.63	1319.91
56996426.66	1600.90
57996318.69	1510.90
58970541.39	13730.11
58996270.72	4840.69
59996171.75	4040.74
60996053.78	2520.84
61996035.81	1570.90
62996026.83	1350.91
63995988.86	38169.52
64161894.08	2940.81
64995830.90	4180.73
65995850.92	8012.48
66591685.21	6941.55
66995883.94	2850.81
67995655.98	1610.90
68995547.01	2641.83
69752045.86	18550.79
69995499.04	1920.88
70253532.28	320.98
70256072.11	540.96
70257352.03	350.98
70995541.06	1700.89
71995362.10	3271.79
72995284.13	2030.87
73995286.16	1430.91
74995157.19	1330.91
75995089.22	2590.83
76995011.25	1600.90
77995032.27	5231.66
78995194.29	6790.56
79994876.33	2210.86
80994757.37	2921.81
81994769.39	1850.88
82679699.89	15570.99
82994751.42	2430.84
83994592.45	4621.70
84994544.48	2800.82
85994486.51	1950.87
86994448.54	1620.89
87994309.57	1340.91
88994251.60	1350.91
89994203.63	2770.82
90994164.65	3260.79
91994116.68	1300.92
92994028.71	1499.90
93993939.74	3920.75
94993921.77	1350.91
95993873.80	1270.92
96993774.83	3690.76
97993796.85	1800.88
98993618.89	1550.90
99993629.91	2620.83
100993581.94	1300.92
101993483.97	1300.92
102993395.00	2710.82
103993257.04	1410.91
104993269.06	1690.89
105993240.09	1270.92
106993122.12	2760.82
107993034.15	1410.91
108993045.18	2780.82
109992987.21	1540.90
110992829.24	1580.90
111992880.26	1480.90
112992822.29	3390.78
113992684.33	3010.80
114687064.21	16270.94
114992555.36	4161.73
115992587.38	3310.78
116992539.41	2240.85
117546583.41	7710.50
117992470.44	2260.85
118098007.58	6821.56
118992382.47	1940.87
119992284.50	1450.91
120992155.53	1890.88
121992157.56	6830.56
122992139.59	6900.55
123992230.60	2070.87
124991952.65	2539.83
125991834.68	2810.82
126991795.71	3210.79
127991806.73	2610.83
128158702.89	4549.70
128991729.76	18009.83
129991610.80	3161.79
130991602.82	3239.79
131991444.86	3110.80
132991434.88	1321.91
133991357.91	3180.79
134991359.94	1910.88
135991280.97	1380.91
136991123.00	1390.91
137991075.03	1340.91
138991007.06	1380.91
139991018.08	2760.82
140990930.11	3290.79
141990912.14	1570.90
142990723.18	1670.89
143990675.21	2760.82
144990727.23	1480.90
145990668.26	4700.69
146685829.09	16289.94
146990559.29	2600.83
147990482.32	2769.82
148990403.35	1480.90
149990365.38	5490.64
150990507.39	1340.91
151990128.44	3450.78
152990090.47	4020.74
153990102.49	1660.89
154139797.77	330.98
154990043.52	1480.90
155989985.55	2750.82
156989897.58	1550.90
157989758.62	5020.67
158665659.70	330.98
158989740.64	3070.80
159989632.67	2750.82
160989703.69	1310.91
161989595.73	5860.62
162989697.74	41559.30
163062555.01	4901.68
163087534.39	4220.73
163103484.35	5740.63
163989468.78	3391.78
164989370.82	3480.77
165989311.84	1881.88
166989273.87	1729.89
167989115.91	2460.84
168989087.93	2870.81
169989108.96	3601.77
170989039.99	2951.81
171826846.55	7301.53
171988833.03	5400.65
172988904.05	2930.81
173988806.08	1670.89
174988668.11	1380.91
175988649.14	1380.91
176988631.16	1650.89
177988573.19	1299.92
178988484.22	3761.76
179988346.26	1660.89
180988258.29	1430.91
181988289.31	1440.91
182988201.34	3050.80
183988103.37	2750.82
184988004.40	3151.80
185987986.43	2390.84
186987888.46	1300.92
187987929.48	1340.91
188987871.51	1740.89
189987753.55	1290.92
190987655.58	1320.91
191987596.61	2780.82
192987528.64	1290.92
193987430.67	1990.87
194987401.69	1510.90
195987373.72	2110.86
196987355.75	3340.78
197987256.78	1840.88
198987248.80	2800.82
199987040.84	2990.81
200987041.87	1680.89
201987003.89	2740.82
202986945.92	1270.92
203986816.96	2940.81
204986768.98	1270.92
205986661.02	8450.45
206986762.04	1570.90
207986634.07	2120.86
208986576.10	2780.82
209986487.13	1280.92
210986369.16	1460.91
211986291.19	1220.92
212986242.22	1270.92
213986104.25	3050.80
214986216.27	1760.89
215986067.31	2850.81
216985959.34	1260.92
217985981.36	1250.92
218985842.39	1270.92
219985864.42	1210.92
220985676.46	1260.92
221985707.48	1280.92
222985589.51	1230.92
223985591.54	1280.92
224985472.57	2320.85
225985474.59	1480.90
226985236.63	2490.84
227985247.66	3561.77
228985269.68	1490.90
228986799.58	14601.05
229099836.24	2270.85
229985181.71	18089.82
230985112.74	2050.87
231984964.78	1580.90
232985016.80	1370.91
233984807.84	5861.62
234958840.55	25220.36
234985029.85	3280.79
235984781.89	3200.79
236984632.92	3251.79
237984544.95	1520.90
238984496.98	1490.90
239984448.01	1350.91
240984400.04	1520.90
241984372.07	5260.66
242984344.09	1640.89
243984265.12	2600.83
244984197.15	1390.91
245984099.18	7010.54
246984350.19	1410.91
247983912.25	3450.78
248983974.27	1680.89
249983775.30	2120.86
250983767.33	7930.48
251983669.36	2220.86
252983680.39	1510.90
253983662.41	1480.90
254983474.45	1560.90
255983495.47	1360.91
256983377.51	1340.91
257983319.53	1260.92
258983320.56	2700.82
259519105.75	14840.04
259983222.59	4970.68
260983114.62	2730.82
261983135.65	2880.81
262982937.68	1830.88
263982919.71	2480.84
