# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn627.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 38.997410 
# Number of iterations (recorded+unrecorded): 1009509872 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	5139.66
999929.60	2360.84
1999908.19	3211.79
2999747.79	1750.88
3999677.39	1400.91
4999636.98	14970.01
5999536.58	2270.85
6999546.17	1550.90
7999514.77	1669.89
8999334.37	1600.89
9999353.96	1520.90
10999343.56	9210.39
11999123.16	11960.21
12999171.75	2390.84
13999041.35	2570.83
14939471.90	351.98
14999070.94	1510.90
15998980.54	1680.89
16998810.14	3970.74
17998858.73	1931.87
18351128.34	13591.10
18390046.75	4571.70
18998738.33	3200.79
19998587.93	1660.89
20998547.53	1380.91
21998527.12	3950.74
22998535.71	6321.58
23998365.32	6421.57
24417802.46	320.98
24998274.91	2380.84
25998344.50	2930.81
26998174.11	1600.89
27998063.70	1370.91
28998032.30	4871.68
29998051.89	109437.73
30841585.87	10891.28
30997881.49	4020.73
31200734.02	5510.63
31543815.24	3100.79
31847604.06	6072.60
31997921.08	3609.76
32142735.47	3791.75
32454546.76	3380.78
32744277.52	2821.81
32997759.68	3321.78
33997769.28	2080.86
34997628.88	2480.84
35997568.47	3680.76
36997618.06	3190.79
37997497.66	1610.89
38997366.26	2891.81
39997305.86	13231.12
40012045.88	4300.71
40997195.46	3240.78
41997265.05	3120.79
42997084.65	4470.70
43997133.24	3000.80
44997012.84	3650.76
45996922.44	2040.86
46996922.03	2100.86
47996811.63	3040.80
48996680.23	1440.90
49996709.82	1590.89
50996589.42	1300.91
51033867.94	8541.43
51996499.02	1950.87
52996418.61	1380.91
53996397.21	5251.65
54996386.80	1810.88
55996306.40	2580.83
56996216.00	2420.84
57996125.59	1350.91
58996074.19	1301.91
59995973.79	2820.81
60559086.39	5561.63
60995873.39	2190.85
61995851.98	2700.82
62995872.57	1380.91
63995672.18	1600.89
64995740.76	1579.90
65995600.36	3079.80
66995468.96	1520.90
67995449.56	1380.91
68995439.15	1690.89
69995417.74	2150.86
70995216.35	1770.88
71995275.94	3221.79
72995105.54	1600.89
73995075.14	1330.91
74995003.73	4681.69
75995134.32	1870.88
76994822.93	2150.86
77994752.52	3011.80
78994683.12	1399.91
79994680.71	1361.91
80994631.31	2460.84
81994510.91	2819.81
82372738.79	14061.07
82994509.50	5210.65
83994410.10	3420.77
84994429.69	1809.88
85994338.29	2469.84
86994137.89	2570.83
87994177.48	1349.91
88994126.08	1581.89
89993985.68	3750.75
90993925.28	1580.90
91993834.87	1829.88
92993804.47	11770.22
93048162.86	7060.53
93119359.13	8611.43
93993704.07	3520.77
94993741.66	2112.86
95993632.25	3070.80
96993601.85	1540.90
97977300.52	3000.80
97993460.45	83399.46
98993350.05	2410.84
99993309.64	2910.81
100993229.24	2780.82
101993198.84	2350.84
102528821.27	8391.44
102993158.43	4860.68
103993027.03	3481.77
104993016.62	2891.81
105993046.21	5011.67
106992975.81	1689.89
107992764.42	3040.80
108473970.46	319.98
108992765.01	4509.70
109992743.60	4431.71
110992663.20	1929.87
111992622.79	2630.83
112992582.39	3100.79
113992370.99	1550.90
114992340.59	1341.91
115992299.18	2772.82
116598101.95	10061.33
116992199.78	4269.72
117992088.38	2951.80
118992148.97	1789.88
119992058.57	2700.82
120991866.17	1422.91
121991896.76	1490.90
122991845.36	2020.87
123991695.96	3560.76
124991605.56	2140.86
125991665.15	2730.82
126991543.75	4961.67
127991603.33	1320.91
128991342.94	2660.82
129991392.53	3800.75
130991332.13	3600.76
131991260.72	2010.87
132991230.32	1330.91
133991189.91	1530.90
134990999.52	1310.91
135990909.12	1260.92
136990967.70	2641.82
137990757.31	1270.92
138990816.90	1240.92
139990656.50	2370.84
140990626.09	2270.85
141990564.69	1391.91
142990404.29	1510.90
143990373.89	1310.91
144316464.23	16279.92
144990273.49	2120.86
145990313.08	1510.90
146990281.67	1340.91
