# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn281.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 38.997903 
# Number of iterations (recorded+unrecorded): 1022344412 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	5210.72
1000078.22	2965.84
1999955.46	8446.55
2999842.69	2104.89
3999810.92	1573.92
4999748.15	1794.90
5999736.38	4659.75
6999653.61	2255.88
7999621.84	1763.91
8999609.07	2475.87
9999487.31	7223.61
10999454.54	3697.80
11999442.77	3156.83
12999360.00	2936.84
13999238.23	4879.74
14999225.46	2906.84
15999223.69	2745.85
16999060.93	2455.87
17999099.15	3657.80
18999036.38	2495.87
19998933.62	1583.91
20998901.85	1804.90
21998930.07	3476.81
22998787.31	1523.92
23998664.54	3286.82
24998702.77	4178.78
25998691.00	3506.81
26998648.23	2555.86
27998475.47	4509.76
28998473.69	4088.78
29998370.93	2786.85
30998408.15	1583.91
31998366.38	1793.90
32998223.62	3617.81
33998160.85	2254.88
34998139.08	1694.91
35998016.31	2275.88
36997994.54	1553.92
37997911.78	1834.90
38997961.00	3355.82
39997917.23	16843.09
40997806.47	2353.87
41997723.70	2825.85
42997791.92	1512.92
43997668.16	1564.92
44997616.39	1553.92
45997534.62	1563.92
46997482.85	1502.92
47997510.08	2264.88
48997337.32	4448.76
49997465.54	3166.83
50997232.78	3186.83
51997221.01	2454.87
52997188.24	3045.84
53997156.46	2484.87
54997052.70	3849.79
55997131.92	2635.86
56997019.16	1854.90
57996957.39	3416.82
58996793.62	3336.82
59996752.85	1523.92
60996819.08	1503.92
61996678.31	1543.92
62996605.55	2655.86
63996633.77	5049.73
64996561.00	2856.85
65996549.23	2765.85
66996376.47	2946.84
67996414.70	3286.82
68996331.93	2184.88
69996290.16	1513.92
70996197.39	1794.90
71996215.62	3236.83
72996112.85	3026.84
73996071.08	3176.83
74995998.32	3336.82
75996006.54	3667.80
76995823.78	2835.85
77995922.00	4398.76
78995789.24	4478.76
79995766.47	2315.88
80995694.70	1493.92
81995702.93	4007.78
82355787.56	2154.88
82995650.16	172063.75
83995587.39	1764.91
84995535.62	1533.92
85995432.85	1553.92
86995361.09	1523.92
87995298.32	1794.90
88995286.55	1483.92
89995143.78	1513.92
90995202.01	1523.92
91995129.24	1463.92
92994977.47	1503.92
93995024.70	1503.92
94994932.93	1493.92
95994930.16	1513.92
96994828.39	3336.82
97994875.62	3527.81
98994692.86	1463.92
99994701.08	1814.90
100994558.32	3156.83
101994586.55	1533.92
102994483.78	1483.92
103994532.01	1503.92
104994430.24	1482.92
105994277.48	1483.92
106994315.70	1482.92
107994172.94	1473.92
108994150.17	3216.83
109994168.39	3366.82
110994186.62	3456.81
111994113.85	2124.89
112993941.09	2575.86
113993939.32	3406.82
114993836.55	4900.74
115993774.78	2935.84
116993792.01	2786.85
117993660.24	3526.81
118993687.47	2144.88
119993585.70	1503.92
120993472.94	1723.91
121993381.17	3246.83
122993438.40	1944.90
123993456.62	2154.88
124993323.86	1513.92
125993252.09	3065.84
126993229.32	2725.85
127993206.55	3888.79
128993103.78	2326.87
129993133.01	2344.87
130993040.24	3056.84
131992857.48	3647.80
132992845.71	2144.88
133992893.93	3226.83
134992741.17	1733.91
135992708.40	3227.83
136992686.63	1523.92
137992613.86	1473.92
138992632.09	1824.90
139992529.32	1493.92
140992387.56	2565.86
141992374.79	3076.83
142992393.01	2956.84
143992300.25	3226.83
144992188.48	2585.86
145992185.71	2445.87
146992093.94	3126.83
147992141.17	3397.82
148992039.40	2154.88
149991916.63	1543.92
150992004.86	1753.91
151991812.10	3246.83
152991870.32	3136.83
153991817.55	2415.87
154991604.79	1533.92
155991663.02	2745.85
156991661.24	3516.81
157991518.48	2334.87
158991455.71	2816.85
159991363.94	2515.86
160991432.17	3156.83
161991409.40	2815.85
162991326.63	2405.87
163991324.86	3767.80
164991202.09	3397.82
165991090.33	3617.81
166991057.56	2966.84
167990995.79	3326.82
168990903.02	3327.82
169990891.25	3166.83
170990848.48	2114.89
171990856.71	2294.88
172990713.94	3427.82
173990662.17	2404.87
174990669.40	1513.92
175990577.63	3957.79
176990594.86	3427.82
177990503.09	3086.83
178990340.33	1503.92
179990368.56	2314.88
180990235.79	1613.91
181990213.02	1483.92
182990241.25	1603.91
183260111.74	1734.91
183990149.48	15318.18
184990026.72	1924.90
185989953.95	2635.86
186989972.18	3856.79
187989959.40	2614.86
188989807.64	2464.87
189989835.87	2724.85
190989793.10	2845.85
191989650.33	2435.87
192989667.56	1514.92
193989554.79	1774.90
194989513.02	3287.82
195989420.26	1514.92
196989459.48	1653.91
197989306.72	1503.92
198989363.94	1474.92
199989201.18	1483.92
200989260.41	5891.68
201989136.64	3438.82
202989195.86	3266.82
203989083.10	2995.84
204989050.33	3107.83
205988878.57	1984.89
206988895.79	4218.77
207988944.02	2495.87
208988862.25	3627.80
209988819.48	3336.82
210988797.71	3857.79
211988664.95	2293.88
212988592.18	1703.91
213988460.41	1762.91
214988447.64	3276.82
215988344.87	1483.92
216988342.10	4039.78
217988381.33	3226.83
218988178.57	1523.92
219988216.79	1793.90
220988204.02	1864.90
221988072.26	1512.92
222988109.48	1824.90
223987966.72	1804.90
224987923.95	1523.92
225987803.18	3376.82
226987760.41	1723.91
227987857.64	5261.72
228987715.87	1914.90
229987643.10	1774.90
230987621.33	1463.92
231987638.56	1483.92
232987505.80	1574.92
233987405.03	1813.90
234987391.26	1514.92
235987320.49	1452.92
236987306.72	1825.90
237987305.95	1483.92
238987172.18	1804.90
239987161.41	1713.91
240987078.64	1483.92
241987096.87	3635.80
242987014.10	1833.90
243986871.34	1463.92
244986879.57	1492.92
245986897.79	2213.88
246986675.03	3956.79
247986731.26	3116.83
248986660.49	2203.88
249986606.72	2826.85
250986505.95	3726.80
251986492.18	3176.83
251989708.01	3468.81
252986441.41	3096.83
253986308.65	3165.83
254986396.87	3556.81
255986234.11	2645.86
256986301.33	3647.80
257986198.57	5761.69
258986107.80	4137.78
259986044.03	2455.87
260986063.26	2224.88
261986060.49	2746.85
262985877.72	3877.79
263985865.95	2324.87
264985773.19	2865.85
265985740.41	3497.81
266985667.65	3378.82
267985526.88	3796.80
268985645.10	2975.84
269985582.34	3306.82
270985489.57	2765.85
271985397.80	2946.84
272985335.03	2756.85
273985313.26	4609.75
274985229.49	3206.83
275985248.72	3447.81
276985144.95	2216.88
277985074.19	3426.82
278984970.42	3368.82
279985009.65	2324.87
280984925.88	2826.85
281984825.11	3366.82
282984782.34	2625.86
283984780.57	1483.92
284098426.46	1803.90
284984777.80	16350.12
285984685.03	3327.82
